source_id,recommendation_id,source_name,source_type,trust_level,last_updated,description,data_collected
SRC-03520,REC-0880,Endpoint Detection Systems,EDR Engine,Very High,2026-06-05 23:08,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-03521,REC-0880,Patch Compliance Records,Systems Management,High,2026-06-05 23:32,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-03522,REC-0880,Security Logs,SIEM Stream,Very High,2026-06-05 23:55,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-03523,REC-0880,Threat Intelligence Feeds,External Threat Intel,High,2026-06-05 23:22,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-03524,REC-0880,Historical Incident Records,Incident Registry,Very High,2026-06-05 23:25,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-03525,REC-0881,Threat Intelligence Feeds,External Threat Intel,High,2026-05-15 23:23,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-03526,REC-0881,Device Telemetry,Endpoint Agent,High,2026-05-15 23:54,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-03527,REC-0881,Network Anomaly Detection,IDS/IPS System,Very High,2026-05-15 23:13,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-03528,REC-0881,Patch Compliance Records,Systems Management,Very High,2026-05-15 23:23,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-03529,REC-0881,Security Logs,SIEM Stream,Very High,2026-05-15 23:55,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-03530,REC-0882,Network Activity,NetFlow Collector,Moderate,2026-05-20 23:24,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-03531,REC-0882,Network Anomaly Detection,IDS/IPS System,Very High,2026-05-20 23:06,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-03532,REC-0882,Security Logs,SIEM Stream,High,2026-05-20 23:24,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-03533,REC-0882,Malware Detection Engine,Antivirus Scanner,Moderate,2026-05-20 23:34,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-03534,REC-0882,Threat Intelligence Feeds,External Threat Intel,Moderate,2026-05-20 23:44,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-03535,REC-0883,Network Anomaly Detection,IDS/IPS System,Low,2026-05-12 23:44,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-03536,REC-0883,Network Activity,NetFlow Collector,High,2026-05-12 23:14,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-03537,REC-0883,Historical Incident Records,Incident Registry,Moderate,2026-05-12 23:19,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-03538,REC-0884,Network Anomaly Detection,IDS/IPS System,Very High,2026-05-25 23:11,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-03539,REC-0884,Threat Intelligence Feeds,External Threat Intel,Moderate,2026-05-25 23:57,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-03540,REC-0884,Malware Detection Engine,Antivirus Scanner,High,2026-05-25 23:28,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-03541,REC-0884,Historical Incident Records,Incident Registry,High,2026-05-25 23:57,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-03542,REC-0884,Network Activity,NetFlow Collector,High,2026-05-25 23:30,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-03543,REC-0885,Threat Intelligence Feeds,External Threat Intel,High,2026-06-08 23:18,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-03544,REC-0885,Security Logs,SIEM Stream,High,2026-06-08 23:57,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-03545,REC-0885,Device Telemetry,Endpoint Agent,Very High,2026-06-08 23:04,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-03546,REC-0885,Authentication Events,Identity Provider,High,2026-06-08 23:12,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-03547,REC-0885,Patch Compliance Records,Systems Management,Moderate,2026-06-08 23:22,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-03548,REC-0886,Patch Compliance Records,Systems Management,High,2026-06-01 23:45,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-03549,REC-0886,Network Anomaly Detection,IDS/IPS System,High,2026-06-01 23:05,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-03550,REC-0886,Threat Intelligence Feeds,External Threat Intel,High,2026-06-01 23:49,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-03551,REC-0887,Malware Detection Engine,Antivirus Scanner,Very High,2026-05-29 23:07,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-03552,REC-0887,Patch Compliance Records,Systems Management,Moderate,2026-05-29 23:45,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-03553,REC-0887,Historical Incident Records,Incident Registry,High,2026-05-29 23:22,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-03554,REC-0887,Device Telemetry,Endpoint Agent,High,2026-05-29 23:39,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-03555,REC-0888,Authentication Events,Identity Provider,High,2026-05-18 23:05,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-03556,REC-0888,Endpoint Detection Systems,EDR Engine,Very High,2026-05-18 23:20,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-03557,REC-0888,Network Anomaly Detection,IDS/IPS System,Very High,2026-05-18 23:21,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-03558,REC-0889,Network Activity,NetFlow Collector,Moderate,2026-06-18 23:27,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-03559,REC-0889,Security Logs,SIEM Stream,High,2026-06-18 23:38,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-03560,REC-0889,Historical Incident Records,Incident Registry,High,2026-06-18 23:39,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-03561,REC-0889,Device Telemetry,Endpoint Agent,High,2026-06-18 23:13,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-03562,REC-0889,Malware Detection Engine,Antivirus Scanner,High,2026-06-18 23:05,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-03563,REC-0890,Device Telemetry,Endpoint Agent,Very High,2026-06-02 23:28,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-03564,REC-0890,Malware Detection Engine,Antivirus Scanner,High,2026-06-02 23:48,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-03565,REC-0890,Security Logs,SIEM Stream,Moderate,2026-06-02 23:47,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
