recommendation_id,device_id,case_id,evidence_type,weight_percentage,description
REC-0539,DEV-0152,CASE-0539,Patch Violation,66.7,Patch Violation detected on DEV-0152-CORP with elevated correlation to deploy security patch.
REC-0539,DEV-0152,CASE-0539,Malware Signature,6.4,Malware Signature detected on DEV-0152-CORP with elevated correlation to deploy security patch.
REC-0375,DEV-0194,CASE-0375,Failed Logins,56.9,Failed Logins detected on DEV-0194-CORP with elevated correlation to escalate to human review.
REC-0375,DEV-0194,CASE-0375,Malware Signature,13.0,Malware Signature detected on DEV-0194-CORP with elevated correlation to escalate to human review.
REC-0375,DEV-0194,CASE-0375,Network Activity,12.7,Network Activity detected on DEV-0194-CORP with elevated correlation to escalate to human review.
REC-0375,DEV-0194,CASE-0375,Patch Violation,7.8,Patch Violation detected on DEV-0194-CORP with elevated correlation to escalate to human review.
REC-0375,DEV-0194,CASE-0375,Privilege Escalation,9.5,Privilege Escalation detected on DEV-0194-CORP with elevated correlation to escalate to human review.
REC-0790,DEV-0207,CASE-0790,Anomalous Process,54.0,Anomalous Process detected on DEV-0207-CORP with elevated correlation to escalate to human review.
REC-0790,DEV-0207,CASE-0790,Network Activity,43.5,Network Activity detected on DEV-0207-CORP with elevated correlation to escalate to human review.
REC-0790,DEV-0207,CASE-0790,Data Exfiltration Pattern,2.4,Data Exfiltration Pattern detected on DEV-0207-CORP with elevated correlation to escalate to human review.
REC-0529,DEV-0008,CASE-0529,Data Exfiltration Pattern,1.1,Data Exfiltration Pattern detected on DEV-0008-CORP with elevated correlation to revoke admin credentials.
REC-0529,DEV-0008,CASE-0529,Privilege Escalation,93.2,Privilege Escalation detected on DEV-0008-CORP with elevated correlation to revoke admin credentials.
REC-0529,DEV-0008,CASE-0529,Malware Signature,5.7,Malware Signature detected on DEV-0008-CORP with elevated correlation to revoke admin credentials.
REC-0284,DEV-0005,CASE-0284,Data Exfiltration Pattern,16.2,Data Exfiltration Pattern detected on DEV-0005-CORP with elevated correlation to escalate to human review.
REC-0284,DEV-0005,CASE-0284,Network Activity,28.5,Network Activity detected on DEV-0005-CORP with elevated correlation to escalate to human review.
REC-0284,DEV-0005,CASE-0284,Anomalous Process,11.6,Anomalous Process detected on DEV-0005-CORP with elevated correlation to escalate to human review.
REC-0284,DEV-0005,CASE-0284,Privilege Escalation,43.6,Privilege Escalation detected on DEV-0005-CORP with elevated correlation to escalate to human review.
REC-0781,DEV-0195,CASE-0781,Failed Logins,43.7,Failed Logins detected on DEV-0195-CORP with elevated correlation to escalate to human review.
REC-0781,DEV-0195,CASE-0781,Malware Signature,4.2,Malware Signature detected on DEV-0195-CORP with elevated correlation to escalate to human review.
REC-0781,DEV-0195,CASE-0781,Network Activity,52.0,Network Activity detected on DEV-0195-CORP with elevated correlation to escalate to human review.
REC-0467,DEV-0118,CASE-0467,Anomalous Process,14.5,Anomalous Process detected on DEV-0118-CORP with elevated correlation to isolate endpoint.
REC-0467,DEV-0118,CASE-0467,Malware Signature,10.0,Malware Signature detected on DEV-0118-CORP with elevated correlation to isolate endpoint.
REC-0467,DEV-0118,CASE-0467,Network Activity,35.0,Network Activity detected on DEV-0118-CORP with elevated correlation to isolate endpoint.
REC-0467,DEV-0118,CASE-0467,Failed Logins,29.7,Failed Logins detected on DEV-0118-CORP with elevated correlation to isolate endpoint.
REC-0467,DEV-0118,CASE-0467,Data Exfiltration Pattern,10.8,Data Exfiltration Pattern detected on DEV-0118-CORP with elevated correlation to isolate endpoint.
REC-0494,DEV-0122,CASE-0494,Failed Logins,40.6,Failed Logins detected on DEV-0122-CORP with elevated correlation to isolate endpoint.
REC-0494,DEV-0122,CASE-0494,Suspicious DNS Query,30.4,Suspicious DNS Query detected on DEV-0122-CORP with elevated correlation to isolate endpoint.
REC-0494,DEV-0122,CASE-0494,Malware Signature,2.2,Malware Signature detected on DEV-0122-CORP with elevated correlation to isolate endpoint.
REC-0494,DEV-0122,CASE-0494,Patch Violation,21.6,Patch Violation detected on DEV-0122-CORP with elevated correlation to isolate endpoint.
REC-0494,DEV-0122,CASE-0494,Network Activity,5.4,Network Activity detected on DEV-0122-CORP with elevated correlation to isolate endpoint.
REC-0994,DEV-0135,CASE-0994,Malware Signature,22.1,Malware Signature detected on DEV-0135-CORP with elevated correlation to escalate to human review.
REC-0994,DEV-0135,CASE-0994,Suspicious DNS Query,13.5,Suspicious DNS Query detected on DEV-0135-CORP with elevated correlation to escalate to human review.
REC-0994,DEV-0135,CASE-0994,Patch Violation,64.5,Patch Violation detected on DEV-0135-CORP with elevated correlation to escalate to human review.
REC-0773,DEV-0023,CASE-0773,Network Activity,42.4,Network Activity detected on DEV-0023-CORP with elevated correlation to force password reset.
REC-0773,DEV-0023,CASE-0773,Patch Violation,45.4,Patch Violation detected on DEV-0023-CORP with elevated correlation to force password reset.
REC-0773,DEV-0023,CASE-0773,Failed Logins,0.4,Failed Logins detected on DEV-0023-CORP with elevated correlation to force password reset.
REC-0773,DEV-0023,CASE-0773,Anomalous Process,4.7,Anomalous Process detected on DEV-0023-CORP with elevated correlation to force password reset.
REC-0773,DEV-0023,CASE-0773,Data Exfiltration Pattern,7.2,Data Exfiltration Pattern detected on DEV-0023-CORP with elevated correlation to force password reset.
REC-0115,DEV-0239,CASE-0115,Network Activity,15.8,Network Activity detected on DEV-0239-CORP with elevated correlation to escalate to human review.
REC-0115,DEV-0239,CASE-0115,Patch Violation,37.9,Patch Violation detected on DEV-0239-CORP with elevated correlation to escalate to human review.
REC-0115,DEV-0239,CASE-0115,Malware Signature,28.7,Malware Signature detected on DEV-0239-CORP with elevated correlation to escalate to human review.
REC-0115,DEV-0239,CASE-0115,Anomalous Process,11.1,Anomalous Process detected on DEV-0239-CORP with elevated correlation to escalate to human review.
REC-0115,DEV-0239,CASE-0115,Data Exfiltration Pattern,6.5,Data Exfiltration Pattern detected on DEV-0239-CORP with elevated correlation to escalate to human review.
REC-0137,DEV-0195,CASE-0137,Anomalous Process,11.3,Anomalous Process detected on DEV-0195-CORP with elevated correlation to escalate to human review.
REC-0137,DEV-0195,CASE-0137,Data Exfiltration Pattern,20.6,Data Exfiltration Pattern detected on DEV-0195-CORP with elevated correlation to escalate to human review.
REC-0137,DEV-0195,CASE-0137,Malware Signature,33.0,Malware Signature detected on DEV-0195-CORP with elevated correlation to escalate to human review.
REC-0137,DEV-0195,CASE-0137,Network Activity,17.8,Network Activity detected on DEV-0195-CORP with elevated correlation to escalate to human review.
REC-0137,DEV-0195,CASE-0137,Patch Violation,17.2,Patch Violation detected on DEV-0195-CORP with elevated correlation to escalate to human review.
REC-0129,DEV-0243,CASE-0129,Patch Violation,3.9,Patch Violation detected on DEV-0243-CORP with elevated correlation to restrict network access.
REC-0129,DEV-0243,CASE-0129,Data Exfiltration Pattern,76.6,Data Exfiltration Pattern detected on DEV-0243-CORP with elevated correlation to restrict network access.
REC-0129,DEV-0243,CASE-0129,Malware Signature,19.5,Malware Signature detected on DEV-0243-CORP with elevated correlation to restrict network access.
REC-0690,DEV-0057,CASE-0690,Privilege Escalation,21.2,Privilege Escalation detected on DEV-0057-CORP with elevated correlation to force password reset.
REC-0690,DEV-0057,CASE-0690,Malware Signature,26.2,Malware Signature detected on DEV-0057-CORP with elevated correlation to force password reset.
REC-0690,DEV-0057,CASE-0690,Patch Violation,52.6,Patch Violation detected on DEV-0057-CORP with elevated correlation to force password reset.
REC-0886,DEV-0246,CASE-0886,Anomalous Process,60.0,Anomalous Process detected on DEV-0246-CORP with elevated correlation to monitor device activity.
REC-0886,DEV-0246,CASE-0886,Privilege Escalation,31.5,Privilege Escalation detected on DEV-0246-CORP with elevated correlation to monitor device activity.
REC-0886,DEV-0246,CASE-0886,Data Exfiltration Pattern,8.5,Data Exfiltration Pattern detected on DEV-0246-CORP with elevated correlation to monitor device activity.
REC-0416,DEV-0249,CASE-0416,Privilege Escalation,45.4,Privilege Escalation detected on DEV-0249-CORP with elevated correlation to force password reset.
REC-0416,DEV-0249,CASE-0416,Anomalous Process,32.7,Anomalous Process detected on DEV-0249-CORP with elevated correlation to force password reset.
REC-0416,DEV-0249,CASE-0416,Data Exfiltration Pattern,22.0,Data Exfiltration Pattern detected on DEV-0249-CORP with elevated correlation to force password reset.
REC-0270,DEV-0128,CASE-0270,Anomalous Process,60.7,Anomalous Process detected on DEV-0128-CORP with elevated correlation to monitor device activity.
REC-0270,DEV-0128,CASE-0270,Privilege Escalation,10.6,Privilege Escalation detected on DEV-0128-CORP with elevated correlation to monitor device activity.
REC-0270,DEV-0128,CASE-0270,Suspicious DNS Query,28.6,Suspicious DNS Query detected on DEV-0128-CORP with elevated correlation to monitor device activity.
REC-0850,DEV-0178,CASE-0850,Suspicious DNS Query,6.3,Suspicious DNS Query detected on DEV-0178-CORP with elevated correlation to restrict network access.
REC-0850,DEV-0178,CASE-0850,Malware Signature,18.2,Malware Signature detected on DEV-0178-CORP with elevated correlation to restrict network access.
REC-0850,DEV-0178,CASE-0850,Privilege Escalation,49.0,Privilege Escalation detected on DEV-0178-CORP with elevated correlation to restrict network access.
REC-0850,DEV-0178,CASE-0850,Patch Violation,26.5,Patch Violation detected on DEV-0178-CORP with elevated correlation to restrict network access.
REC-0925,DEV-0055,CASE-0925,Patch Violation,14.9,Patch Violation detected on DEV-0055-CORP with elevated correlation to quarantine device.
REC-0925,DEV-0055,CASE-0925,Anomalous Process,33.4,Anomalous Process detected on DEV-0055-CORP with elevated correlation to quarantine device.
REC-0925,DEV-0055,CASE-0925,Suspicious DNS Query,51.7,Suspicious DNS Query detected on DEV-0055-CORP with elevated correlation to quarantine device.
REC-0002,DEV-0038,CASE-0002,Data Exfiltration Pattern,37.7,Data Exfiltration Pattern detected on DEV-0038-CORP with elevated correlation to force password reset.
REC-0002,DEV-0038,CASE-0002,Network Activity,38.9,Network Activity detected on DEV-0038-CORP with elevated correlation to force password reset.
REC-0002,DEV-0038,CASE-0002,Suspicious DNS Query,7.7,Suspicious DNS Query detected on DEV-0038-CORP with elevated correlation to force password reset.
REC-0002,DEV-0038,CASE-0002,Privilege Escalation,5.9,Privilege Escalation detected on DEV-0038-CORP with elevated correlation to force password reset.
REC-0002,DEV-0038,CASE-0002,Patch Violation,9.8,Patch Violation detected on DEV-0038-CORP with elevated correlation to force password reset.
REC-0919,DEV-0142,CASE-0919,Data Exfiltration Pattern,35.9,Data Exfiltration Pattern detected on DEV-0142-CORP with elevated correlation to revoke admin credentials.
REC-0919,DEV-0142,CASE-0919,Privilege Escalation,18.7,Privilege Escalation detected on DEV-0142-CORP with elevated correlation to revoke admin credentials.
REC-0919,DEV-0142,CASE-0919,Patch Violation,45.4,Patch Violation detected on DEV-0142-CORP with elevated correlation to revoke admin credentials.
REC-0069,DEV-0166,CASE-0069,Privilege Escalation,13.1,Privilege Escalation detected on DEV-0166-CORP with elevated correlation to force password reset.
REC-0069,DEV-0166,CASE-0069,Suspicious DNS Query,23.1,Suspicious DNS Query detected on DEV-0166-CORP with elevated correlation to force password reset.
REC-0069,DEV-0166,CASE-0069,Patch Violation,2.1,Patch Violation detected on DEV-0166-CORP with elevated correlation to force password reset.
REC-0069,DEV-0166,CASE-0069,Data Exfiltration Pattern,32.3,Data Exfiltration Pattern detected on DEV-0166-CORP with elevated correlation to force password reset.
REC-0069,DEV-0166,CASE-0069,Anomalous Process,29.3,Anomalous Process detected on DEV-0166-CORP with elevated correlation to force password reset.
REC-0711,DEV-0207,CASE-0711,Network Activity,13.7,Network Activity detected on DEV-0207-CORP with elevated correlation to quarantine device.
REC-0711,DEV-0207,CASE-0711,Patch Violation,42.6,Patch Violation detected on DEV-0207-CORP with elevated correlation to quarantine device.
REC-0711,DEV-0207,CASE-0711,Anomalous Process,2.2,Anomalous Process detected on DEV-0207-CORP with elevated correlation to quarantine device.
REC-0711,DEV-0207,CASE-0711,Malware Signature,41.6,Malware Signature detected on DEV-0207-CORP with elevated correlation to quarantine device.
REC-0998,DEV-0021,CASE-0998,Privilege Escalation,53.5,Privilege Escalation detected on DEV-0021-CORP with elevated correlation to restrict network access.
REC-0998,DEV-0021,CASE-0998,Failed Logins,13.8,Failed Logins detected on DEV-0021-CORP with elevated correlation to restrict network access.
REC-0998,DEV-0021,CASE-0998,Data Exfiltration Pattern,15.6,Data Exfiltration Pattern detected on DEV-0021-CORP with elevated correlation to restrict network access.
REC-0998,DEV-0021,CASE-0998,Malware Signature,17.1,Malware Signature detected on DEV-0021-CORP with elevated correlation to restrict network access.
REC-0488,DEV-0122,CASE-0488,Network Activity,39.2,Network Activity detected on DEV-0122-CORP with elevated correlation to force password reset.
REC-0488,DEV-0122,CASE-0488,Patch Violation,35.1,Patch Violation detected on DEV-0122-CORP with elevated correlation to force password reset.
REC-0488,DEV-0122,CASE-0488,Anomalous Process,25.7,Anomalous Process detected on DEV-0122-CORP with elevated correlation to force password reset.
REC-0431,DEV-0117,CASE-0431,Failed Logins,22.0,Failed Logins detected on DEV-0117-CORP with elevated correlation to monitor device activity.
REC-0431,DEV-0117,CASE-0431,Network Activity,39.9,Network Activity detected on DEV-0117-CORP with elevated correlation to monitor device activity.
REC-0431,DEV-0117,CASE-0431,Malware Signature,11.5,Malware Signature detected on DEV-0117-CORP with elevated correlation to monitor device activity.
REC-0431,DEV-0117,CASE-0431,Data Exfiltration Pattern,9.4,Data Exfiltration Pattern detected on DEV-0117-CORP with elevated correlation to monitor device activity.
REC-0431,DEV-0117,CASE-0431,Anomalous Process,17.3,Anomalous Process detected on DEV-0117-CORP with elevated correlation to monitor device activity.
REC-0213,DEV-0171,CASE-0213,Malware Signature,32.7,Malware Signature detected on DEV-0171-CORP with elevated correlation to escalate to human review.
